"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","21","821","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","21","2","2","1","3.509655","0","3"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","21","4","1","1","5.714468","0","11"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","21","2","2","1","3.623176","0","3"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","21","4","2","1","5.779576","0","11"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","21","8","1","1","10.507892","0","41"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","21","2","2","1","3.594101","0","3"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","21","30","1","1","100.295357","0","494"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","21","2","2","1","2.888551","0","3"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","21","2","2","1","2.972349","0","3"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","21","2","2","1","2.285221","0","3"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","21","17","1","1","50.243828","0","169"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","21","4","1","1","3.616223","0","13"
"/Engine/VREditor/TransformGizmo/Xray.Xray","21","15","1","1","39.428242","0","134"
"/Engine/VREditor/TransformGizmo/Main.Main","21","2","2","1","2.865795","0","3"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","21","2","2","1","2.373872","0","3"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","21","2","2","1","2.098159","0","3"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","21","2","2","1","2.137208","0","3"
"/Game/OM/Models/star-1/lens.lens","21","17","1","1","41.863277","0","169"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","21","60","1","1","171.694321","0","1876"
"/Game/OM/Models/star-1/star.Star","21","17","1","1","44.064804","0","158"
"/Game/OM/Models/star-1/glassesFrames.glassesFrames","21","17","1","1","42.399845","0","169"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","21","60","1","1","170.748093","0","1554"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","21","60","1","1","167.914124","0","1314"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","21","30","1","1","87.076111","0","325"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","21","2","2","1","2.730976","0","3"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","21","24","2","2","28.026741","0","124"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","21","4","1","1","4.550285","0","13"
"/ControlRig/M_Manip.M_Manip","21","4","1","1","4.138296","0","13"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","21","6","1","1","5.101822","0","23"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","2","2","1","2.473651","0","3"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","21","6","6","1","9.567165","0","10"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","10","1","1","33.373180","0","27"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","8","8","1","7.904649","0","15"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","77","5","1","201.814102","0","1200"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","26","9","6","23.971636","0","94"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","210","8","1","632.186157","0","6552"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","598","1","1","1480.784302","0","26573"
"/AppleARKit/M_SceneDepthOcclusion.M_SceneDepthOcclusion","21","6","1","1","4.830453","0","15"
"/AppleARKit/M_OcclusionOverlay.M_OcclusionOverlay","21","18","3","3","9.353222","0","78"
"/GoogleARCore/M_SceneDepthOcclusion.M_SceneDepthOcclusion","21","6","1","1","4.677824","0","22"
"/ARUtilities/Materials/M_PassthroughCamera.M_PassthroughCamera","21","12","2","2","8.896305","0","45"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","21","6","1","1","4.382315","0","22"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","21","6","1","1","4.452481","0","26"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","21","1","1","46.655327","0","188"
"/ARUtilities/Materials/M_DepthColoration.M_DepthColoration","21","6","1","1","4.522629","0","26"
"/ARUtilities/Materials/M_ScreenSpacePassthroughCamera.M_ScreenSpacePassthroughCamera","21","8","2","2","6.880469","0","21"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","2","2","1","2.409700","0","3"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","21","15","1","1","41.910912","0","80"
"/Game/HandheldAR/Blueprints/UI/Materials/M_ButtonRotatingUI.M_ButtonRotatingUI","21","9","1","1","6.615190","0","46"
"/Game/OM/Material/Gradient.Gradient","21","9","1","1","6.183501","0","45"
